Timestamp,1.1. What issues have you encountered with Airflow logs?,"1.1.1. Other issues, examples or clarifications:",1.2. What challenges have you been facing with Airflow's stack traces?,1.2.1. Other challenges:,1.3. How would you rate the ease of understanding stack traces in Airflow?,1.4. What improvements to Airflow’s traceback information would make debugging easier?,1.4.1. Potential improvements:,2.1. What issues have you encountered with Airflow error messages?,2.1.1. Other issues:,2.2. How would you rate the clarity & actionability of Airflow error messages?,2.3. Which of the following suggestions would improve Airflow's error handling? [1st],2.3. Which of the following suggestions would improve Airflow's error handling? [2nd],2.3. Which of the following suggestions would improve Airflow's error handling? [3rd],2.3. Which of the following suggestions would improve Airflow's error handling? [4th],2.3. Which of the following suggestions would improve Airflow's error handling? [5th],3.1. Which tools do you use to develop Airflow DAGs?,3.2. How satisfied are you with Airflow’s integration with modern debugging tools and the related documentation?,"3.3. How often do you use external tools (i.e. besides Airflow's API, UI, and CLI) to supplement Airflow's debugging capabilities?",3.4. What sort of external tools do you use in conjunction with Airflow for debugging?,3.5. What integrations or tooling improvements would you like to see in Airflow to enhance your debugging experience?,3.6. Which of the following code assistance and inspection tools do you use while developing Airflow DAGs?,4.1. What is the most time-consuming activity related to developing new DAGs? [Business logic],4.1. What is the most time-consuming activity related to developing new DAGs? [DAG authoring],4.1. What is the most time-consuming activity related to developing new DAGs? [Iteration],4.1. What is the most time-consuming activity related to developing new DAGs? [Integration],4.1. What is the most time-consuming activity related to developing new DAGs? [Maintenance],4.2 What can be improved about the workflow activities mentioned above?,4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Business logic],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [DAG authoring],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Iteration],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Integration],4.3. How often do you leave the Airflow UI or CLI (and rely on external tools) to achieve each of the above? [Maintenance],4.4. Which of the following additions to the Airflow UI could be useful to your debugging efforts?,4.4.1. Other suggestions:,4.5. What could make DAG.test() more useful?,4.5.1. Other suggestions:,4.6. What kind of remote Airflow environment(s) do you use?,"4.7. How would you rate the ease of debugging DAGs in a remote Airflow environment (Kubernetes, Docker, etc.)?",4.7.1. What can make debugging a remote Airflow deployment easier or more efficient?,5.1. How would you describe your proficiency level with Airflow?,5.2. What are your responsibilities in the context of using Airflow?,5.3. How would you describe your role in the context where you use Airflow most often?,6.1. Free-form feedback,"6.2. Feedback about the survey itself (length, thoroughness, relevance, etc.)"
9/3/2024 23:47:44,"Logs are non-existent or missing in some cases, Logs are difficult to search and filter",The filter functionality in dag runs is completely broken. ,,DAGs that can be successfully run as Python files sometimes are not parsed by the dag processor,3,,"More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Enhanced visibility of nested errors and their causes","Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure",,3,B,E,F,A,,"Source code editor (e.g., VSCode, Sublime Text)",2,5,"Monitoring tools (e.g., Prometheus, Grafana)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor), Pre-commit hooks to run DAGs as Python scripts to prevent import errors",3rd,Least,Most,2nd,4th,"The docker-compose is incredibly slow, I spend most of my development cycle there and if there was a better alternative it would save me lots of time.

Parsing of DAGs continues to be the most painful part of airflow dev.",Often,Often,Often,Often,Sometimes,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,"Self-Managed Airflow on Kubernetes (using official Helm Chart), ",2,"Better monitoring / logging of resource consumption. Typically when something goes down, the error messages are not helpful at all.","Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.)","DAG development (e.g. Data Engineer, Software Developer)",Senior team member,,
9/4/2024 5:00:15,"Logs are fragmented across different systems/components, Logs are difficult to search and filter",,,,4,,"More detailed context about the state of the DAG and task at the time of failure, Inclusion of specific suggestions or hints for resolving the issue, Integration with visualization tools to trace execution flow",,,3,,,,,,"Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,2,"Debuggers (e.g., pdb, debugpy, PyCharm)","Out of the box, easy plug-and-play integrations with log management's like logz.io, monitoring and tracing tools","Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",4th,Least,2nd,Most,Least,,,,,,,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",,,,Self-Managed Airflow on Kubernetes (using official Helm Chart),1,Built in debugger with breakpoints,"Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.)","DAG development (e.g. Data Engineer, Software Developer)","Senior team member, Technical supervisor (e.g software architect)",,
9/4/2024 9:24:26,,,,,5,,"More detailed context about the state of the DAG and task at the time of failure, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow",,,4,F,J,I,G,D,"Source code editor (e.g., VSCode, Sublime Text)",4,4,"Monitoring tools (e.g., Prometheus, Grafana)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint)",2nd,3rd,Most,4th,Least,,Always,Always,Sometimes,Never,Never,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,Bare metal or VM-based install,4,,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Senior team member, Lone developer (e.g. independent consultant)",,
9/4/2024 14:03:30,Logs are difficult to search and filter,,Stack traces are incomplete or missing critical information,,2, ,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow",,,4,,,,,,"Text editor (e.g., Vim, Notepad++), Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,2,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)",More support for debugging,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",Least,4th,Most,2nd,3rd,,Sometimes,Sometimes,Often,Often,Sometimes,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests.",,"Mock file system queries/reads/writes, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,Self-Managed Airflow on Kubernetes (using official Helm Chart),2,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Junior team member,Thanks for making airflow such a great product!,
9/4/2024 14:08:30,"Logs are non-existent or missing in some cases, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,,,4,,"Inclusion of specific suggestions or hints for resolving the issue, Integration with visualization tools to trace execution flow",,,3,I,F,,,,"Source code editor (e.g., VSCode, Sublime Text)",2,4,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)",,,4th,3rd,Most,2nd,Least,,,,,,,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock network requests/responses, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Bare metal or VM-based install",2,,"Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Technical supervisor (e.g software architect),"There should be some mechanism to update the dag on the go and test. Also, open telemetry integration and  stats that we are sending should also be improved.",
9/4/2024 16:54:53,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are difficult to search and filter",,"Stack traces are incomplete or missing critical information, Stack traces do not provide enough context about the DAG execution state",,3,,"More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure",,2,B,E,F,G,D,"Text editor (e.g., Vim, Notepad++), Source code editor (e.g., VSCode, Sublime Text)",1,2,"Monitoring tools (e.g., Prometheus, Grafana)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",4th,3rd,Most,Least,2nd,,Always,Rarely,Often,Often,Sometimes,"An integrated terminal in the UI, A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",,,,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",2,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Junior team member, Lone developer (e.g. independent consultant)",,
9/4/2024 18:30:25,Logs are non-existent or missing in some cases,,Stack traces do not provide enough context about the DAG execution state,,3,,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow",Error messages do not provide clear guidance on resolving issues,,3,D,E,F,J,C,"Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse), Jupyter Notebooks, Cloud-based development environments (e.g., AWS Cloud9, GitHub Codespaces)",3,1,,,,4th,2nd,3rd,Most,Least,,Rarely,Often,Often,Never,Never,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,,,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",3,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer)","Junior team member, Lone developer (e.g. independent consultant)",,
9/4/2024 18:56:54,"Logs are fragmented across different systems/components, Logs are too verbose, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,"Stack traces are too complex and hard to follow, Stack traces do not provide enough context about the DAG execution state",,4,Folks often get confused when there's multiple exceptions. That's unfortunately just python behavior. It can be misleading when the real error requires scrolling back up from the bottom. ,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure",,3,A,B,G,J,E,"Text editor (e.g., Vim, Notepad++), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse), Cloud-based development environments (e.g., AWS Cloud9, GitHub Codespaces)",2,3,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)","It can be difficult to use a debugger due to the highly coupled nature of Airflow. Can't run a debugger, unless you have a fully initialized database and all the right python deps installed. Hard to run a debugger in a docker container.","Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",4th,3rd,2nd,Most,Least,"Make it easier to mock, easier to integration test, easier to unit-test Airflow components directly",Never,Sometimes,Often,Often,Never,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Ability to jump into a specific task/operator with a user-provided state",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",2,"Some providers disallow remote debugging / shell access, the integrated terminal / file browser could be interested","Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Senior team member, Technical supervisor (e.g software architect), Lone developer (e.g. independent consultant)","A project I've wanted to work on was a repository of mocks, docker-compose setups, and sample pytests to aid in integration testing with docker. Would be cool. Would love to have those in the Astronomer Registry",
9/4/2024 22:30:08,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are too verbose, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,Stack traces do not provide enough context about the DAG execution state,,2,,"More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Inclusion of specific suggestions or hints for resolving the issue, Integration with visualization tools to trace execution flow",Error messages do not provide clear guidance on resolving issues,,3,G,E,D,C,J,"Source code editor (e.g., VSCode, Sublime Text)",1,2,"Monitoring tools (e.g., Prometheus, Grafana), Local Setup with VSCode","Allow ""Desktop IDE"" Debugging with ease in VSCode","Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",Least,3rd,2nd,Most,4th,"Be ablt to ""high level"" step through the DAG w/o complex debugging setup.",Often,Often,Sometimes,Often,Rarely,"An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests.",,"Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",Mock Cloud Environment (e.g. Service Credentials/Principals) which are not available locally,Self-Managed Airflow on Kubernetes (using official Helm Chart),1,"Describe it, for me it is not known that this would be possible at-all","Administrator (supported Airflow installations at a platform level), Airflow Committer/PMC Member","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Technical supervisor (e.g software architect),,
9/4/2024 23:36:53,Logs are non-existent or missing in some cases,,,,4,,"More detailed context about the state of the DAG and task at the time of failure, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages are inconsistent across different components",,2,B,C,D,E,J,"Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,1,,A PyCharm plugin specifically for airflow testing and debugging support,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",4th,3rd,2nd,Least,Most,,Rarely,Rarely,Always,Always,Always,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",,"Mock dataset events, Store/load the state of a DAG",,Self-Managed Airflow on Docker Swarm,2,,Administrator (supported Airflow installations at a platform level),"DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Senior team member, Technical supervisor (e.g software architect)",,
9/5/2024 3:19:44,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,Stack traces do not provide enough context about the DAG execution state,,3,,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Enhanced visibility of nested errors and their causes, Integration with visualization tools to trace execution flow","Error messages are vague or non-specific, Error messages lack context or details about the failure",,2,H,E,B,D,A,"Text editor (e.g., Vim, Notepad++), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,4,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)","Linting, formatting, etc, or LSP source","Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",Most,2nd,3rd,4th,Least,,Often,Sometimes,Often,Sometimes,Rarely,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications.",,"Mock file system queries/reads/writes, Mock network requests/responses, Ability to jump into a specific task/operator with a user-provided state",,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Bare metal or VM-based install",2,Common loga for components,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,,
9/5/2024 9:44:42,"Logs are fragmented across different systems/components, Logs are difficult to search and filter",,Stack traces are too complex and hard to follow,,3,,"Simplified and more readable stack traces, More detailed context about the state of the DAG and task at the time of failure, Inclusion of specific suggestions or hints for resolving the issue, Integration with visualization tools to trace execution flow","Error messages do not provide clear guidance on resolving issues, Error messages lack context or details about the failure",,3,A,B,C,D,E,,2,1,"Log management systems (e.g., ELK Stack, Splunk), Debuggers (e.g., pdb, debugpy, PyCharm)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",2nd,Least,Most,4th,3rd,,,,,,,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Store/load the state of a DAG, Ability to jump into a specific task/operator with a user-provided state",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",3,,"Advanced (made and debugged several DAGs over the last few years), Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level), Airflow Committer/PMC Member","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,,
9/5/2024 11:33:27,Logs are fragmented across different systems/components,This is specifically because we are in AWS MWAA which distributes logs to AWS Cloudwatch. So probably not an Airflow specific problem,,,4,,Inclusion of specific suggestions or hints for resolving the issue,,,4,I,H,D,C,J,"Text editor (e.g., Vim, Notepad++), Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",4,5,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",2nd,Most,Least,4th,3rd,,Always,Always,Always,Often,Sometimes,"An integrated terminal in the UI, A file explorer, Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,"Mock dataset events, Ability to jump into a specific task/operator with a user-provided state",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",2,In our case we have no CLI access in MWAA which is not optimal,"Advanced (made and debugged several DAGs over the last few years), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Senior team member,,
9/5/2024 11:43:10,"Logs are fragmented across different systems/components, Logs are too verbose, Logs are difficult to search and filter, Logs are not aligned to technical layers/responsibilities (infrastructure, application, business logic)",,,,3,"IMO nothing wrong with stacktraces themselves, 99% of the time they point me to the location of faulty code. One specific type however is troublesome -- which are errors resulting from dependency conflicts after upgrades. E.g. recently I upgraded somebody to Airflow 2.9 (I believe it was from 2.7), and something in the KubernetesExecutor code was raising an unrelated exception due to a list being None. We had to upgrade the cncf-kubernetes provider accordingly, but that was unclear from the stacktrace.",Integration with visualization tools to trace execution flow,,,3,J,H,F,I,E,"Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse)",2,4,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Tracing tools (e.g., Jaeger, Zipkin, OpenTelemetry), Debuggers (e.g., pdb, debugpy, PyCharm)",A PyCharm plugin to run a DAG integrity test/visualize the DAG while you're coding would be nice,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",4th,4th,3rd,Most,2nd,Anything to speed up the feedback loop,Often,Often,Often,Often,Often,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file., Ability to package the code and necessary debugging context to allow reproducing the issue on another airflow instance, to facilitate bug reports and help requests., Integration with SCM platforms (e.g. GitHub, Bitbucket, GitLab) to streamline code modifications., Integration with task management platforms (e.g. Trello, Jira) to streamline the opening of feature/bug tickets.",,,,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",1,"Anything to speed up the feedback loop. Going through a deployment cycle for a code change is very time-consuming. Examples: more development options via the UI such as running a single task instead of having to run a complete DAG, per-DAG ability to specify log level, and opening a terminal session similar to GCP Cloud Shell for debugging via the Airflow UI.","Advanced (made and debugged several DAGs over the last few years), Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level), Airflow Committer/PMC Member","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)",Technical supervisor (e.g software architect),,
9/5/2024 13:21:03,"Logs are fragmented across different systems/components, Logs are not verbose enough, Logs are non-existent or missing in some cases, Logs are difficult to search and filter","1) has been greatly improved by log-forwarding from the triggerer and executor in recent releases
5) a central level keyword search with a couple filters would be awesome",,"No issue with the stack traces, they usually point me to the right places in the source code",5,,"More detailed context about the state of the DAG and task at the time of failure, Inclusion of specific suggestions or hints for resolving the issue, Enhanced visibility of nested errors and their causes","Error messages are vague or non-specific, Error messages do not provide clear guidance on resolving issues",,3,B,G,D,J,A,"Source code editor (e.g., VSCode, Sublime Text)",4,1,,,"Formatters (e.g. Black, Ruff-format, autopep8), Auto-completion and AI tools (e.g. Copilot, IntelliSense, Cursor)",Most,Least,3rd,2nd,4th,Figuring out connection parameters. Not directly an Airflow issue but what I often spend a significant amount of time on.,Sometimes,Never,Never,Sometimes,Never,"An integrated terminal in the UI, A file explorer, Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",,"Mock file system queries/reads/writes, Mock network requests/responses, Mock dataset events, Ability to jump into a specific task/operator with a user-provided state",,"Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",3,,Advanced (made and debugged several DAGs over the last few years),"DAG development (e.g. Data Engineer, Software Developer)",Junior team member,,
9/5/2024 18:35:33,Logs are difficult to search and filter,Sometimes when there are too many logs it becomes difficult to filter them in the Airflow UI.,Stack traces are too complex and hard to follow,It would be great to have more control over the length of stack traces (may be a configurable property to adjust stack trace verbosity?).,4,,"More detailed context about the state of the DAG and task at the time of failure, Better correlation between different logs and stack traces, Enhanced visibility of nested errors and their causes",Error messages are inconsistent across different components,"It would be nice to have consistent Airflow-specific errors codes (e.g. AIRERR-011) across all Airflow components and for DAGs as well. This will be very useful when users are trying to explain their errors to their teammates or to the Airflow community, as they can then directly share the Airflow error code (with additional info if need be).",3,F,,,,,"Text editor (e.g., Vim, Notepad++), Source code editor (e.g., VSCode, Sublime Text), Integrated Development Environment (IDE) (e.g., PyCharm, Eclipse), Jupyter Notebooks",4,2,"Log management systems (e.g., ELK Stack, Splunk), Monitoring tools (e.g., Prometheus, Grafana), Debuggers (e.g., pdb, debugpy, PyCharm)",,"Linters (e.g. Flake8, Ruff-lint, Mypy, Pylint), Formatters (e.g. Black, Ruff-format, autopep8)",Most,2nd,4th,3rd,Least,,Always,Always,Often,Sometimes,Sometimes,"An integrated terminal in the UI, An integrated debugger (for stepping, pause-on-error, workspace inspection and modification, etc.), Ability to make temporary/permanent changes to DAG code, potentially exporting as a new file.",,"Mock network requests/responses, Store/load the state of a DAG",,"Self-Managed Airflow on Kubernetes (using official Helm Chart), Managed Airflow by a cloud provider (Astronomer, AWS, Azure, GCP etc.)",3,"[Kubernetes-specific feedback] A section in the Cluster Activity page showing pod-wise diagnostics for Airflow components would be very useful, so administrators don't have to check pods' status via kubectl commands. The diagnostics can show information like pod readiness, uptime, and other health-related information. And can also include any security-specific warnings for any sort of deployment misconfiguration.","Power user (made and debugged DAGs for several years using pdb, IDE or remote debuggers, etc.), Administrator (supported Airflow installations at a platform level)","DAG development (e.g. Data Engineer, Software Developer), Airflow administration (e.g. Administrator), Airflow monitoring & availability (e.g. SRE, DevOps)","Technical supervisor (e.g software architect), Lone developer (e.g. independent consultant)",,Lovely survey! :D
